pitcher,gameid,inning,outs,balls,strikes,paofinning,pitchofpa,batterside,taggedpitchtype,pitchcall,relspeed,spinrate,extension,relheight,relside,vertrelangle,horzrelangle,inducedvertbreak,horzbreak,platelocheight,platelocside,vertapprangle,horzapprangle,exitspeed,taggedhittype
"McGrath, Sean",20260301-BaggettStadium-1,9,2,2,0,5.0,3.0,Right,Fastball,StrikeCalled,89.30,2067.46,5.760,5.994,2.991,-2.5414,-5.3653,14.4453,16.8816,1.790,-0.610,-6.6901,-2.3601,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,9,2,2,1,5.0,4.0,Right,Fastball,InPlay,81.71,2426.12,4.945,5.981,3.261,-1.7138,-3.1615,6.1170,-1.9061,1.233,0.111,-8.4976,-3.4973,101.42,GroundBall
"McGrath, Sean",20260301-BaggettStadium-1,10,0,0,0,1.0,1.0,Right,Fastball,StrikeCalled,82.99,2468.91,4.986,5.973,3.348,-0.4056,-3.6774,3.8920,-6.9785,2.420,-0.711,-7.2753,-4.9048,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,10,0,0,1,1.0,2.0,Right,Slider,BallCalled,81.28,2704.13,5.194,5.869,3.347,-1.5360,-3.2993,5.3738,-15.8644,1.244,-1.082,-8.4265,-6.1018,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,9,2,0,0,6.0,1.0,Right,Fastball,FoulBallNotFieldable,89.60,2042.21,5.521,6.128,3.164,-2.5790,-4.5393,19.2174,9.9386,2.306,-0.260,-5.7837,-2.7764,68.04,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,9,0,0,0,1.0,1.0,Right,Slider,InPlay,81.71,2572.54,4.756,6.031,3.305,-0.4411,-3.1509,5.3771,-2.7724,2.362,0.083,-7.5128,-3.6373,102.51,LineDrive
"McGrath, Sean",20260301-BaggettStadium-1,10,0,1,1,1.0,3.0,Right,Fastball,BallCalled,82.09,2591.44,5.154,5.961,3.190,-1.7123,-4.0820,2.8254,-5.2479,1.015,-1.097,-8.9190,-5.0082,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,9,2,0,1,6.0,2.0,Right,Fastball,BallCalled,90.82,2123.63,5.686,6.073,2.912,-3.0638,-5.5810,15.5860,11.9649,1.605,-1.310,-6.6616,-3.4569,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,11,0,0,0,3.0,1.0,Right,Fastball,StrikeCalled,87.92,2064.13,5.668,5.889,3.075,-2.9608,-5.2496,23.8854,12.5889,1.977,-0.785,-5.6392,-3.0148,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,10,0,2,1,1.0,4.0,Right,Fastball,BallCalled,81.25,2411.94,4.896,5.982,3.091,0.2425,-3.8460,0.3888,-7.7489,2.593,-1.199,-7.5633,-5.2060,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,9,2,1,1,6.0,3.0,Right,Slider,StrikeCalled,80.12,2696.63,5.081,5.893,3.416,0.2781,-2.7227,4.8895,-17.3040,2.759,-0.594,-7.1529,-5.7736,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,10,0,3,1,1.0,5.0,Right,Fastball,StrikeCalled,88.59,1885.34,5.847,5.956,3.129,-2.5905,-4.6971,18.9202,6.3062,2.122,-0.721,-5.8129,-3.5726,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,11,0,0,1,3.0,2.0,Right,ChangeUp,InPlay,78.85,1728.91,5.995,5.940,3.096,-0.6560,-4.7115,15.3031,14.3299,2.822,-0.086,-6.3117,-2.1463,91.87,FlyBall
"McGrath, Sean",20260301-BaggettStadium-1,9,0,0,0,2.0,1.0,Right,Fastball,BallCalled,87.31,1989.29,5.626,5.985,3.274,0.2655,-4.5986,15.7655,13.9793,4.415,0.138,-3.8495,-2.1144,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,9,2,1,2,6.0,4.0,Right,Fastball,StrikeCalled,92.05,2058.77,5.614,6.120,2.943,-3.2759,-5.3735,19.8832,13.8288,1.859,-0.935,-6.0178,-2.9209,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,10,0,3,2,1.0,6.0,Right,Fastball,StrikeCalled,89.13,1987.80,5.728,6.041,3.040,-3.4569,-4.4580,19.1101,5.8790,1.423,-0.631,-6.5973,-3.4113,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,9,0,1,0,2.0,2.0,Right,FourSeamFastBall,FoulBallNotFieldable,87.05,1947.37,5.698,6.008,3.187,-1.3704,-4.3985,16.1065,10.8639,2.927,-0.015,-5.4426,-2.4640,29.68,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,10,1,0,0,2.0,1.0,Left,ChangeUp,BallCalled,81.37,1611.64,5.920,5.909,3.252,-0.7248,-3.5768,8.8095,17.3345,2.427,1.373,-6.9903,-0.4681,null,Undefined
"McGrath, Sean",20260301-BaggettStadium-1,8,2,0,0,6.0,1.0,Right,Slider,StrikeCalled,81.74,2476.86,5.001,5.961,3.481,0.0188,-3.6822,1.2060,-7.7656,2.420,-0.648,-7.7209,-5.0485,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,1,2,3,4,Left,Slider,BallCalled,79.61,2780.66,5.055,5.821,3.467,-1.8448,-3.9232,-3.7032,-19.2034,-0.130,-1.839,-10.8930,-7.3079,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,0,0,5,1,Right,Cutter,FoulBallNotFieldable,81.59,2540.13,4.895,6.017,3.325,-0.3407,-3.0883,2.0317,-8.4706,2.191,-0.305,-7.9443,-4.5778,75.04,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,1,1,1,3,Right,Cutter,FoulBallNotFieldable,81.87,2542.56,4.868,6.017,3.288,-1.4531,-2.6669,3.3468,-7.7307,1.293,0.118,-8.6875,-4.0277,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,2,2,3,5,Left,ChangeUp,BallCalled,81.97,1762.13,5.897,5.781,3.132,-2.9284,-4.1940,7.1879,15.1948,0.107,0.498,-9.4633,-1.4697,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,1,2,1,4,Right,Slider,BallCalled,78.58,2753.58,4.924,5.861,3.326,-0.5111,-3.2029,-2.4799,-15.7200,1.147,-1.015,-9.6721,-5.9697,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,0,1,5,2,Right,Slider,BallCalled,76.70,2651.24,4.845,5.866,3.357,1.8118,-2.7073,0.6652,-11.3280,3.400,-0.152,-7.3245,-4.6965,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,0,0,0,2,1,Right,Cutter,BallCalled,81.93,2578.79,5.030,6.004,3.334,-1.8439,-4.1991,2.1150,-8.9016,0.816,-1.377,-9.2728,-5.7658,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,3,2,3,6,Left,Cutter,FoulBallNotFieldable,81.61,2584.13,5.047,5.871,3.204,-0.8042,-2.9890,-1.3584,-7.5839,1.364,-0.250,-8.9150,-4.3280,16.07,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,2,2,1,5,Right,Fastball,InPlay,89.26,2115.52,5.745,5.975,3.087,-2.3344,-4.2816,20.9776,6.4438,2.529,-0.370,-5.2725,-3.1338,101.42,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,1,0,1,0,2,2,Right,Fastball,BallCalled,90.01,2107.56,5.822,5.957,3.196,-3.2570,-5.1293,19.1625,7.6123,1.584,-0.952,-6.2963,-3.7739,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,1,1,5,3,Right,Fastball,StrikeCalled,90.50,2125.67,5.706,6.047,3.027,-1.6004,-4.6248,18.1667,6.3784,3.148,-0.760,-4.8107,-3.4904,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,3,2,3,7,Left,Fastball,BallCalled,89.41,2132.51,5.818,5.962,3.053,-2.8900,-5.6067,13.2319,13.6007,1.384,-1.043,-7.1054,-3.1851,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,1,2,5,4,Right,Slider,BallCalled,79.33,2779.15,5.057,5.911,3.182,-1.4202,-2.7606,-3.8451,-19.5108,0.344,-1.049,-10.5417,-6.2082,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,0,0,2,1,Right,Fastball,StrikeCalled,90.77,2193.77,5.700,6.051,3.069,-2.2819,-5.3210,12.4056,18.5561,2.017,-0.357,-6.5669,-2.0201,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,0,2,0,2,3,Right,Fastball,BallCalled,91.48,2072.71,5.803,5.932,3.044,-3.8640,-5.1231,13.4742,18.2138,0.602,-0.216,-7.7202,-1.8745,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,2,2,5,5,Right,Cutter,InPlay,80.85,2567.52,5.002,5.955,3.135,0.1975,-2.6046,-3.5753,-11.4202,2.063,-0.277,-8.6755,-4.6194,71.14,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,3,2,0,0,4,1,Right,ChangeUp,BallCalled,81.74,1757.45,5.956,5.847,3.084,-3.5426,-5.6751,4.6674,19.6474,-0.704,-0.559,-10.7490,-2.1563,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,0,1,2,2,Right,Fastball,StrikeCalled,91.38,2222.93,5.712,5.999,3.127,-2.6083,-4.4989,11.0663,17.2253,1.622,0.362,-6.9539,-1.4273,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,0,3,0,2,4,Right,Fastball,StrikeCalled,90.70,2103.24,5.703,6.021,3.021,-1.5578,-4.5182,17.2123,8.8643,3.098,-0.459,-4.9067,-2.9407,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,0,2,2,3,Right,Fastball,FoulBallNotFieldable,92.84,2140.32,5.736,6.025,3.112,-3.1280,-4.4805,17.6306,15.9888,1.775,0.263,-6.1843,-1.6305,58.57,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,1,0,4,2,Right,Fastball,StrikeCalled,88.64,1950.47,5.632,5.992,3.106,-1.9191,-4.7081,13.8588,13.1371,2.283,-0.202,-6.2322,-2.3722,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,2,0,0,6,1,Right,Fastball,BallCalled,90.67,2192.74,5.765,6.020,3.015,-3.6745,-5.4549,17.8247,6.6648,1.134,-1.522,-6.9724,-4.2705,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,0,3,1,2,5,Right,Fastball,StrikeCalled,89.91,2040.55,5.700,5.948,3.121,-1.8372,-5.0441,18.0940,8.8567,2.781,-0.854,-5.1460,-3.4703,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,1,1,4,3,Right,Fastball,StrikeCalled,89.43,2039.05,5.803,6.028,3.008,-3.2463,-4.3016,17.9734,7.1959,1.530,-0.401,-6.5796,-3.0178,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,0,2,2,4,Right,Slider,InPlay,78.62,2589.24,5.141,5.813,3.326,1.7105,-2.5800,-0.2270,-19.5067,3.425,-0.731,-7.0596,-6.0222,85.69,FlyBall
"McGrath, Sean",20260310-BaggettStadium-1,2,2,1,0,6,2,Right,Fastball,StrikeCalled,89.60,2083.50,5.804,5.984,3.059,-2.3047,-4.5600,18.0759,8.3400,2.370,-0.496,-5.6510,-3.0731,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,1,3,2,2,6,Right,Fastball,StrikeCalled,90.91,2080.17,5.570,6.020,3.170,-3.0614,-3.4674,15.2378,11.2482,1.555,0.865,-6.6421,-1.4647,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,2,1,1,6,3,Right,Cutter,BallCalled,81.67,2566.01,5.018,5.967,3.153,-1.2102,-2.9336,1.6964,-10.2072,1.342,-0.469,-8.7392,-4.7342,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,1,2,4,4,Right,Slider,InPlay,79.17,2677.18,5.103,5.884,3.345,-0.5152,-2.9627,0.1617,-12.1181,1.520,-0.459,-8.9452,-5.1033,97.93,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,2,2,2,1,6,4,Right,Cutter,InPlay,81.26,2621.93,4.912,5.956,3.154,-0.3566,-2.2719,0.5140,-10.0813,1.974,0.164,-8.2548,-4.0482,94.88,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,2,1,0,0,3,1,Right,Fastball,StrikeCalled,90.76,2124.29,5.709,6.041,3.154,-1.6265,-3.4896,19.6679,7.8053,3.234,0.549,-4.6266,-2.0976,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,2,0,0,3,1,Left,Fastball,StrikeCalled,92.02,2163.48,5.766,6.046,3.360,-2.3232,-4.5957,19.1637,10.7401,2.665,-0.031,-5.1157,-2.6823,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,0,1,3,2,Right,Fastball,FoulBallNotFieldable,88.83,2101.65,5.828,5.953,3.161,-0.9705,-3.9360,18.4846,7.5138,3.553,0.122,-4.4227,-2.5943,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,0,0,5,1,Right,Fastball,StrikeCalled,89.34,2087.18,5.834,5.968,2.898,-2.8633,-4.6258,13.0493,13.8225,1.387,-0.259,-7.1702,-2.1572,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,2,0,1,3,2,Left,Cutter,BallCalled,85.67,2608.01,5.064,5.996,3.230,-1.9786,-4.3418,6.0751,-6.7854,1.304,-1.437,-8.1156,-5.5355,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,0,1,5,2,Right,Cutter,FoulBallNotFieldable,82.54,2516.14,5.271,5.955,3.112,-0.6847,-3.4167,3.3996,-8.3566,2.045,-0.798,-7.8260,-4.8953,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,2,1,1,3,3,Left,Cutter,BallCalled,85.99,2621.90,5.120,5.988,3.242,-2.5944,-4.4911,0.8262,-8.7624,0.309,-1.727,-9.5552,-6.0351,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,0,2,3,3,Right,Fastball,BallCalled,89.51,2074.87,5.631,5.941,3.189,-2.2995,-2.7360,15.7504,12.0193,2.152,1.636,-5.9962,-0.5915,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,2,2,1,3,4,Left,Cutter,InPlay,83.29,2592.08,4.968,5.976,3.341,-0.1497,-3.5301,4.6676,-5.7236,2.734,-0.475,-6.8909,-4.5366,54.85,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,3,2,0,2,5,3,Right,Fastball,InPlay,91.00,2109.07,5.635,6.056,2.951,-2.4817,-4.5637,18.6119,13.9893,2.376,-0.150,-5.5991,-2.0761,88.18,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,2,1,1,2,3,4,Right,Cutter,BallCalled,83.33,2514.91,5.053,5.989,3.131,-2.0012,-3.4226,-2.4321,-9.2619,0.390,-0.873,-9.9897,-5.0580,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,0,0,0,1,1,Right,Fastball,StrikeCalled,88.39,2083.84,5.712,6.038,3.181,-1.7854,-4.6954,13.8261,13.5506,2.502,-0.074,-5.9703,-2.2824,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,0,0,1,1,2,Right,Cutter,BallCalled,83.02,2605.08,4.872,6.047,3.260,-2.6682,-3.8841,1.8497,-11.2751,0.142,-1.361,-9.8879,-5.8648,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,2,2,3,5,Right,Fastball,InPlay,90.40,2085.74,5.731,5.994,3.103,-3.4464,-4.6132,17.7316,9.9733,1.344,-0.371,-6.6806,-2.8371,71.11,FlyBall
"McGrath, Sean",20260310-BaggettStadium-1,3,0,1,1,1,3,Right,Cutter,BallCalled,79.70,2568.43,4.845,6.030,3.184,2.2164,-1.8221,-0.4323,-12.3997,4.293,0.425,-6.0963,-4.0013,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,0,2,1,1,4,Right,Fastball,BallCalled,88.52,2085.53,5.761,6.067,2.947,-2.5621,-5.7474,17.4047,12.1292,2.097,-1.410,-6.1195,-3.5928,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,0,0,6,1,Right,ChangeUp,BallCalled,81.81,1712.36,5.936,5.773,3.056,-2.9790,-5.0247,16.9644,17.8689,0.855,-0.128,-7.8206,-1.8290,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,0,3,1,1,5,Right,Fastball,StrikeCalled,89.44,2144.88,5.837,6.024,3.002,-2.5416,-4.8651,15.5427,13.2878,2.007,-0.424,-6.2518,-2.4944,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,0,0,4,1,Right,Fastball,BallCalled,90.29,2139.12,5.780,6.007,3.018,-3.4873,-5.3614,17.2436,11.3621,1.273,-1.038,-6.8156,-3.3398,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,0,3,2,1,6,Right,Fastball,InPlay,88.80,2132.99,5.850,5.990,2.976,-3.2674,-4.7926,19.2937,6.9951,1.557,-0.905,-6.4164,-3.5453,90.98,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,3,2,1,0,6,2,Right,Fastball,StrikeSwinging,89.35,2137.76,5.842,5.957,3.076,-2.7033,-5.0009,14.2588,19.1279,1.644,0.011,-6.7473,-1.5862,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,1,0,4,2,Right,Cutter,StrikeSwinging,82.50,2470.50,5.203,5.954,3.396,-1.8248,-3.4063,1.1489,-6.7161,0.770,-0.371,-9.3438,-4.5950,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,1,1,6,3,Right,Fastball,BallCalled,89.79,2115.17,5.526,6.044,3.083,-1.1900,-3.0438,10.5907,15.9766,2.855,1.566,-5.8225,-0.1987,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,1,0,0,2,1,Right,Fastball,StrikeCalled,87.95,2094.48,5.702,5.994,3.141,-2.5873,-3.9807,21.2184,7.8866,2.264,0.083,-5.6082,-2.5757,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,1,1,4,3,Right,Fastball,BallCalled,90.04,2060.05,5.787,6.024,2.958,-2.3417,-5.6095,16.2099,11.6182,2.296,-1.309,-5.7986,-3.5438,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,1,0,1,2,2,Right,Cutter,InPlay,83.74,2514.37,5.202,5.973,3.124,-1.5660,-3.6955,6.5987,-4.6635,1.594,-0.745,-7.9149,-4.5194,80.82,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,3,2,2,1,6,4,Right,ChangeUp,BallCalled,83.27,1772.20,5.770,5.822,3.145,-3.2743,-5.0001,7.5229,16.4282,-0.050,-0.151,-9.4797,-2.0669,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,2,1,4,4,Right,Fastball,BallCalled,89.45,2083.32,5.903,6.008,3.091,-3.8727,-5.1342,15.9971,9.7447,0.789,-0.875,-7.4801,-3.3951,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,3,1,6,5,Right,Fastball,BallCalled,89.07,2083.51,5.891,5.868,3.027,-3.1660,-5.8200,15.7592,14.8999,1.201,-1.154,-7.0545,-3.1653,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,0,0,3,1,Left,Fastball,StrikeCalled,90.30,2039.50,5.588,6.044,3.140,-1.4457,-3.6112,17.7022,11.3558,3.220,0.710,-4.8117,-1.5902,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,1,3,1,4,5,Right,Fastball,InPlay,90.58,2032.12,5.638,6.037,3.122,-1.8415,-3.6872,15.4740,12.9473,2.744,0.757,-5.3726,-1.3804,84.94,GroundBall
"McGrath, Sean",20260310-BaggettStadium-1,3,2,0,1,3,2,Left,ChangeUp,BallCalled,82.28,1776.69,5.852,5.803,3.134,-3.5718,-4.8572,7.0926,19.9500,-0.461,0.272,-10.0461,-1.2857,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,2,0,0,0,1,1,Right,Cutter,StrikeCalled,79.98,2549.00,4.852,5.949,3.414,-0.0758,-3.1204,-2.0713,-8.8208,1.924,-0.278,-8.5843,-4.6710,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,0,0,0,1,1,Right,Fastball,BallCalled,90.43,2045.66,5.608,6.067,3.347,0.1888,-3.6996,18.5216,9.3410,4.878,0.667,-2.9417,-2.0377,null,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,3,2,1,1,3,3,Left,Cutter,FoulBallNotFieldable,82.52,2598.02,4.942,5.967,3.200,-0.1416,-2.6557,8.8554,-3.2150,2.971,0.420,-6.4306,-3.2217,66.78,Undefined
"McGrath, Sean",20260310-BaggettStadium-1,1,0,1,0,1,2,Right,Fastball,InPlay,89.49,2019.65,5.545,6.019,3.256,-1.3115,-3.6676,17.3784,9.4236,3.261,0.609,-4.7834,-1.9923,73.46,FlyBall
"McGrath, Sean",20260310-BaggettStadium-1,2,0,0,1,1,2,Right,Fastball,BallCalled,89.59,2120.59,5.664,6.002,3.096,-1.4341,-5.5992,14.6937,5.3073,2.924,-1.699,-5.3247,-4.6587,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,2,2,0,2,4.0,3.0,Right,Fastball,StrikeCalled,91.49,2152.84,6.253,5.795,1.435,-2.2734,-3.3666,18.3052,11.0802,2.418,-0.750,-5.2458,-1.3691,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,3,2,0,1,3.0,2.0,Right,Slider,BallCalled,84.68,2756.52,5.505,5.876,1.600,-0.4147,-0.4538,-0.4249,-6.7793,2.146,0.611,-7.7447,-1.6637,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,4,0,0,1,1.0,2.0,Right,Sweeper,StrikeCalled,81.38,2685.69,5.250,5.767,1.704,0.2658,-1.2732,-1.4117,-7.8558,2.272,-0.147,-7.9103,-2.6677,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,1,2,0,0,4.0,1.0,Right,Slider,StrikeSwinging,84.45,2640.32,5.372,5.815,1.635,-0.5989,-2.1163,6.5128,-6.7608,2.475,-0.913,-6.6939,-3.3171,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,3,2,1,1,3.0,3.0,Right,Slider,BallCalled,84.16,2751.63,5.628,5.754,1.747,-1.4926,-1.7150,-2.0911,-6.8920,0.830,-0.428,-9.2219,-2.9482,null,Undefined
"McGrath, Sean",20260325-LoyolaMarymount-1,4,0,0,2,1.0,3.0,Right,Fastball,FoulBallNotFieldable,90.49,2161.21,5.908,5.930,1.461,-2.4718,-2.8904,15.5168,8.4738,2.053,-0.519,-6.0536,-1.3712,86.53,Undefined
