inning,outs,balls,strikes,paofinning,pitchofpa,batterside,taggedpitchtype,pitchcall,relspeed,spinrate,extension,relheight,relside,vertrelangle,horzrelangle,inducedvertbreak,horzbreak,platelocheight,platelocside,vertapprangle,horzapprangle,exitspeed,taggedhittype
9,1,0,2,4,3,Left,Slider,FoulBallNotFieldable,77.96,1559.77,5.562,5.727,-2.225,1.0316,2.6775,2.4403,2.0066,2.926,0.445,-7.3039,3.035,65.73,Undefined
7,2,0,0,7,1,Left,Fastball,StrikeCalled,91.08,2043.72,5.854,6.106,-2.087,-2.1564,3.4441,21.8965,-12.8913,3.087,0.043,-4.5233,1.138,NA,Undefined
9,1,0,2,4,4,Left,Slider,StrikeSwinging,77.19,1816.02,5.73,5.626,-2.227,1.0465,2.2762,-12.886,6.4026,1.51,0.427,-10.1166,3.4237,NA,Undefined
7,2,0,1,7,2,Left,Fastball,BallCalled,90.68,2071.16,5.921,6.016,-2.212,-3.33,4.5109,20.8812,-12.1365,1.803,0.971,-5.8967,2.3416,NA,Undefined
7,2,1,1,7,3,Left,Fastball,StrikeCalled,89.06,2019.93,6.011,6.017,-2.24,-3.3895,3.1987,21.4456,-11.7786,1.708,-0.256,-6.0758,1.0843,NA,Undefined
7,2,1,2,7,4,Left,Slider,BallCalled,78.99,1691.63,5.883,5.768,-2.167,1.8822,3.1533,-0.7255,4.4627,3.692,1.136,-6.5845,3.9518,NA,Undefined
7,2,2,2,7,5,Left,Curveball,StrikeSwinging,78.12,1739.54,5.851,5.8,-2.35,0.0218,2.4387,-14.0556,11.9993,0.818,0.917,-10.8754,4.5951,NA,Undefined
9,0,0,0,1,1,Right,Fastball,BallCalled,88.31,2001.79,5.958,6.05,-2.156,0.4007,3.4937,19.6851,-10.6479,5.018,0.201,-2.8684,1.586,NA,Undefined
9,0,1,0,1,2,Right,Fastball,BallCalled,86.2,2079.79,6.142,5.88,-2.11,-3.2832,4.3601,20.844,-10.7402,1.413,1.032,-6.5629,2.4316,NA,Undefined
9,0,2,0,1,3,Right,Fastball,StrikeSwinging,86.77,2078.68,5.981,5.931,-2.083,-3.5333,3.2818,18.0554,-13.6601,1.023,-0.176,-7.2263,0.8296,NA,Undefined
8,0,0,0,1,1,Left,Fastball,BallCalled,88.74,1890.63,5.948,6.05,-2.012,-0.9246,3.9096,17.7772,-13.2698,3.688,0.514,-4.3685,1.5333,NA,Undefined
8,0,1,0,1,2,Left,Fastball,BallCalled,87.93,1975.41,6.199,5.902,-2.145,0.992,3.8384,13.3698,-11.1569,4.949,0.474,-3.252,1.8316,NA,Undefined
9,0,2,1,1,4,Right,ChangeUp,BallCalled,83.22,1766.89,6.362,5.796,-2.212,-2.5916,4.2001,12.3028,-12.9926,1.079,0.578,-7.836,1.8535,NA,Undefined
8,0,2,0,1,3,Left,Fastball,BallCalled,87.69,1925.18,6.132,5.907,-1.961,-3.5115,3.5723,16.2097,-13.2762,0.975,0.238,-7.3082,1.1832,NA,Undefined
9,0,3,1,1,5,Right,Fastball,StrikeCalled,86.96,2045.17,6.012,5.855,-2.04,-3.2269,3.0009,20.6611,-11.5345,1.468,-0.218,-6.4338,0.9293,NA,Undefined
8,0,3,0,1,4,Left,Fastball,StrikeCalled,87.05,1970.88,6.033,5.823,-1.946,-1.476,3.3658,19.1907,-12.0949,2.986,0.166,-4.8397,1.1942,NA,Undefined
9,0,3,2,1,6,Right,Fastball,FoulBallNotFieldable,88.53,2100.24,6.09,5.819,-2.06,-2.1897,3.34,16.4292,-11.3086,2.166,0.091,-5.9012,1.3068,NA,Undefined
8,0,3,1,1,5,Left,Fastball,BallCalled,88.33,1970.25,6.205,5.912,-2.012,-4.2202,3.6872,15.1841,-12.1311,0.318,0.385,-8.0008,1.5012,NA,Undefined
9,0,3,2,1,7,Right,Fastball,BallCalled,85.95,2022.71,6.077,5.814,-2.134,-4.1629,4.149,14.9184,-13.3077,0.035,0.603,-8.4441,1.7582,NA,Undefined
8,0,0,0,2,1,Right,Fastball,BallCalled,88.93,1905.59,6.024,5.916,-2.361,0.3439,3.8798,14.6663,-12.666,4.5,0.183,-3.6065,1.6086,NA,Undefined
9,0,0,0,2,1,Right,Fastball,BallCalled,88.09,2095.23,6.037,6.033,-1.963,-1.1638,3.8879,18.5253,-11.3432,3.459,0.697,-4.6111,1.8533,NA,Undefined
8,0,1,0,2,2,Right,Fastball,InPlay,87.94,1970.01,6.161,5.941,-2.091,-2.9739,3.2931,18.7105,-9.7975,1.751,0.138,-6.259,1.5294,91.51,Popup
9,0,1,0,2,2,Right,Fastball,InPlay,86.58,2014.93,5.965,5.943,-1.99,-2.5005,3.0488,16.5375,-13.2886,1.856,-0.268,-6.5102,0.6634,81.58,Popup
8,1,0,0,3,1,Right,Fastball,FoulBallNotFieldable,88.08,1864.43,5.955,5.896,-1.972,-1.4064,3.4333,14.0987,-13.0897,2.753,0.125,-5.5523,1.0859,100.35,Undefined
9,1,0,0,3,1,Right,Fastball,FoulBallNotFieldable,88.12,2066.6,6.142,5.845,-2.382,-2.2853,4.1613,20.5146,-12.0056,2.427,0.47,-5.3011,2.0048,56.97,Undefined
8,1,0,1,3,2,Right,Fastball,FoulBallNotFieldable,89.09,1946.9,5.981,5.886,-2.05,-3.4941,3.8546,19.4509,-10.9082,1.317,0.619,-6.5079,1.8996,NA,Undefined
9,1,0,1,3,2,Right,Curveball,BallCalled,75.6,1835.07,5.72,5.747,-2.204,5.554,-1.5544,-8.5388,6.5501,6.067,-3.107,-5.1691,-0.3862,NA,Undefined
3,2,1,2,5,5,Right,Curveball,StrikeCalled,76.89,1674.18,5.659,5.98,-2.251,1.4465,1.0944,-13.589,8.0888,2.171,-0.556,-9.8447,2.5434,NA,Undefined
4,1,2,2,2,5,Right,Curveball,InPlay,75.6,1490.08,5.84,5.902,-2.19,1.4631,1.3661,-7.64,7.2311,2.503,-0.317,-9.0134,2.6643,75.45,GroundBall
3,0,2,0,1,3,Right,Fastball,StrikeCalled,84.77,2031.25,6.133,5.835,-1.973,-2.4913,4.3865,18.5792,-14.7571,1.859,0.86,-6.2739,1.736,NA,Undefined
2,1,0,0,2,1,Right,Fastball,BallCalled,88.94,2141.68,5.982,6.035,-2.245,-1.2353,3.7311,20.5294,-15.1701,3.642,-0.046,-4.1247,1.0116,NA,Undefined
2,1,1,0,2,2,Right,ChangeUp,BallCalled,83.05,1560.91,6.491,5.8,-2.225,-2.9907,3.0362,16.9728,-9.9933,1.152,-0.268,-7.2984,1.2243,NA,Undefined
3,0,2,1,1,4,Right,Fastball,StrikeCalled,86.52,2058.44,6.11,5.817,-2.187,-3.0068,4.096,21.7096,-11.1423,1.75,0.679,-5.9403,2.0956,NA,Undefined
3,0,2,2,1,5,Right,Curveball,StrikeSwinging,76.06,1740.08,5.791,5.981,-2.142,0.5107,1.2019,-16.2292,8.743,1.051,-0.295,-11.2713,2.7746,NA,Undefined
2,1,2,0,2,3,Right,Fastball,BallCalled,86.37,2076.55,6.184,5.888,-2.02,-3.3692,4.7078,18.6483,-14.3198,1.21,1.143,-6.905,2.1351,NA,Undefined
4,1,0,0,3,1,Left,Curveball,StrikeCalled,75.57,1774.37,5.787,5.977,-2.446,1.801,2.5814,-12.0279,13.0162,2.481,1.042,-9.553,4.9118,NA,Undefined
4,1,0,1,3,2,Left,Fastball,BallCalled,86.14,2045.14,6.013,5.952,-2.238,-2.8638,5.1571,21.3734,-8.7699,1.885,1.822,-6.0929,3.5901,NA,Undefined
2,1,3,0,2,4,Right,Fastball,StrikeCalled,86.93,2078.21,6.138,5.906,-2.177,-1.5512,4.0468,19.204,-13.556,3.017,0.439,-4.8752,1.611,NA,Undefined
1,0,0,0,1,1,Right,Fastball,BallCalled,89.24,2086.76,6.118,6.087,-2.074,-2.6894,4.1556,16.8717,-9.7415,2.03,0.963,-6.2768,2.4062,NA,Undefined
2,1,3,1,2,5,Right,Fastball,InPlay,87.25,2106.54,5.962,5.869,-2.388,-0.9526,3.567,18.5668,-13.8055,3.476,-0.226,-4.395,1.0924,101.19,LineDrive
3,1,0,0,2,1,Right,Fastball,StrikeCalled,87.67,2123.93,5.944,6.066,-2.196,-3.4268,3.3321,22.1016,-14.3019,1.678,-0.294,-6.1985,0.7682,NA,Undefined
1,0,1,0,1,2,Right,Fastball,StrikeCalled,89.33,2142.77,6.012,6.013,-1.991,-2.6618,3.3523,18.0914,-10.0916,2.095,0.277,-5.9823,1.5409,NA,Undefined
4,1,1,1,3,3,Left,Curveball,StrikeCalled,75.55,1764.07,5.727,5.775,-2.666,1.0661,2.6693,-10.9549,12.1881,1.69,0.838,-10.0453,4.8502,NA,Undefined
3,1,0,1,2,2,Right,Curveball,FoulBallNotFieldable,76.26,1902.97,5.619,5.928,-2.074,1.2792,2.6127,-13.4562,12.2708,1.909,1.388,-10.0888,4.8044,NA,Undefined
1,0,1,1,1,3,Right,Curveball,BallCalled,78.32,1760.23,5.557,5.788,-2.235,2.2536,1.603,-11.6682,10.4303,3.023,0.132,-8.4159,3.4639,NA,Undefined
4,1,1,2,3,4,Left,Curveball,BallCalled,76.64,1643.59,5.987,5.852,-2.488,-2.1274,3.5945,-12.035,9.6195,-1.14,1.649,-13.0174,5.3279,NA,Undefined
3,1,0,2,2,3,Right,Fastball,StrikeSwinging,89.38,2054.86,5.884,5.932,-2.129,-2.1973,2.4178,21.6008,-9.7619,2.772,-0.696,-4.7831,0.6681,NA,Undefined
1,0,2,1,1,4,Right,Fastball,BallCalled,90.09,2214.86,6.281,5.95,-2.225,-2.742,5.3795,14.4333,-15.0219,1.743,1.497,-6.5362,2.6799,NA,Undefined
2,1,0,0,3,1,Right,Fastball,BallCalled,87.97,2111.01,6.082,6.072,-2.368,-0.6084,2.764,20.5425,-13.0628,4.21,-0.897,-3.6249,0.4146,NA,Undefined
4,1,2,2,3,5,Left,Curveball,BallCalled,74.86,1772.68,5.524,5.934,-2.366,3.749,1.0762,-14.682,14.2331,3.94,-0.174,-8.2944,3.6122,NA,Undefined
1,0,3,1,1,5,Right,Fastball,StrikeSwinging,89.36,2136.72,6.059,5.966,-2.075,-2.6856,2.7334,23.0236,-11.9178,2.438,-0.536,-5.147,0.591,NA,Undefined
2,1,1,0,3,2,Right,Fastball,StrikeCalled,87.05,2154.8,6.247,5.876,-2.316,-2.4134,4.117,20.7058,-13.0145,2.31,0.404,-5.5009,1.774,NA,Undefined
3,2,0,0,3,1,Right,Fastball,StrikeCalled,87.7,2147.41,6.114,5.858,-2.127,-1.7919,3.9137,17.3011,-16.6842,2.617,0.107,-5.4006,0.915,NA,Undefined
4,1,3,2,3,6,Left,Curveball,BallCalled,76.88,1727.82,5.93,5.839,-2.563,0.8581,3.351,-11.9051,13.6255,1.673,1.685,-10.0044,5.7951,NA,Undefined
1,0,3,2,1,6,Right,Fastball,StrikeCalled,88.54,2085.05,6.133,5.884,-1.801,-2.5657,3.7952,20.2069,-16.5173,2.189,0.335,-5.6326,0.8253,NA,Undefined
3,2,0,1,3,2,Right,Fastball,StrikeCalled,87.4,2131.41,5.775,6.008,-2.086,-2.1422,3.2649,19.8377,-14.0807,2.584,-0.218,-5.4015,0.7481,NA,Undefined
2,1,1,1,3,3,Right,Fastball,InPlay,86.77,2156.76,5.891,6.072,-2.347,-2.5839,3.2821,20.6038,-12.9976,2.269,-0.379,-5.7927,0.954,88.04,FlyBall
3,2,0,2,3,3,Right,Fastball,FoulBallNotFieldable,88.8,2104.02,5.924,5.982,-1.896,-2.0765,2.6133,21.6408,-12.3789,2.898,-0.501,-4.7538,0.3931,82.37,Undefined
1,1,0,0,2,1,Right,Fastball,StrikeCalled,91.06,2142.12,5.918,6.099,-1.999,-1.3023,3.1414,15.5977,-11.02,3.334,0.001,-4.8597,1.1663,NA,Undefined
4,1,0,0,4,1,Right,Fastball,StrikeSwinging,87.72,2086.1,6.006,5.991,-2.319,-3.097,4.6033,21.3483,-15.6641,1.836,0.65,-6.0458,1.7985,NA,Undefined
3,2,0,2,3,4,Right,Curveball,BallCalled,77.59,1839.12,5.606,6.013,-1.956,-0.6206,3.4942,-13.2005,8.5665,0.297,2.023,-11.8013,5.0251,NA,Undefined
1,1,0,1,2,2,Right,Curveball,BallCalled,77.22,1744.24,5.43,5.839,-2.627,3.3437,2.0885,-12.4073,7.7933,3.897,-0.02,-7.7608,3.4733,NA,Undefined
4,1,0,1,4,2,Right,Fastball,BallCalled,86.39,2110.79,6.031,5.772,-2.608,-4.2444,4.7166,17.7824,-18.0647,0.158,0.264,-8.0104,1.4781,NA,Undefined
1,1,1,1,2,3,Right,Curveball,StrikeSwinging,76.97,1857.12,5.569,5.75,-1.95,1.1451,1.7117,-14.0198,6.7935,1.609,0.216,-10.2346,2.9266,NA,Undefined
3,2,1,2,3,5,Right,Fastball,InPlay,88.54,2081.42,5.654,6.086,-2.077,-1.9975,3.5451,16.2756,-15.1282,2.526,-0.027,-5.8392,0.8476,95.92,FlyBall
2,1,0,0,4,1,Left,Fastball,FoulBallNotFieldable,87.65,2130.49,6.041,6.153,-2.29,-2.1028,3.3845,17.8607,-3.1763,2.543,0.582,-5.9528,2.8143,71.71,Undefined
4,1,1,1,4,3,Right,Fastball,FoulBallNotFieldable,85.98,2093.22,6.082,5.88,-2.406,-2.8894,3.9858,20.2452,-12.7325,1.685,0.227,-6.3877,1.6997,65.7,Undefined
1,1,1,2,2,4,Right,Curveball,InPlay,76.19,1353.6,5.745,5.868,-2.155,0.633,1.2814,-9.5151,8.6194,1.574,-0.243,-10.0761,2.828,71.85,Popup
4,1,1,2,4,4,Right,Fastball,StrikeSwinging,86.58,2144.62,5.848,6.04,-2.177,-1.5628,4.468,21.0068,-12.3794,3.163,0.952,-4.8457,2.2582,NA,Undefined
3,2,0,0,4,1,Right,Fastball,StrikeSwinging,89.01,2002.46,5.979,6.053,-2.113,-1.3346,3.3507,22.359,-10.2463,3.713,0.143,-3.9187,1.5136,NA,Undefined
1,2,0,0,3,1,Right,Fastball,BallCalled,89.86,2253.62,6.145,5.857,-2.255,-4.1964,3.7204,20.1799,-16.462,0.734,-0.184,-7.0532,0.7589,NA,Undefined
2,1,0,1,4,2,Left,Fastball,FoulBallNotFieldable,87.91,2169.94,5.922,6.053,-2.154,-1.8425,3.9922,22.2258,-13.6625,3.157,0.418,-4.5919,1.5474,72.21,Undefined
4,0,0,0,1,1,Right,Fastball,StrikeCalled,86.93,2077.18,5.793,6.04,-2.243,-2.2884,4.4181,18.4706,-13.3908,2.332,0.759,-5.8535,2.029,NA,Undefined
3,2,0,1,4,2,Right,ChangeUp,InPlay,82.13,1549.57,6.534,5.846,-1.938,-1.9399,2.9941,13.2507,-10.0668,1.805,-0.028,-7.0386,1.1669,95.18,LineDrive
1,2,1,0,3,2,Right,Fastball,BallCalled,88.3,2136.81,6.112,5.959,-2.119,-0.7741,3.6891,19.971,-12.6338,3.899,0.244,-3.8989,1.4191,NA,Undefined
4,0,0,1,1,2,Right,Fastball,BallCalled,84.95,1981.9,5.823,5.938,-2.171,-0.6743,3.7256,19.0913,-13.6642,3.653,0.159,-4.4457,1.2836,NA,Undefined
4,2,0,0,5,1,Right,Fastball,FoulBallNotFieldable,87.6,2109.74,5.811,6.028,-2.249,-2.3731,3.4172,20.0114,-10.7471,2.399,0.037,-5.6282,1.4959,72.75,Undefined
2,1,0,2,4,3,Left,Fastball,BallCalled,86.78,2035.87,6.11,5.92,-2.243,-0.1941,3.7549,20.8647,-13.0287,4.327,0.148,-3.5093,1.4146,NA,Undefined
1,2,2,0,3,3,Right,Fastball,StrikeCalled,88.76,2206.34,6.055,5.872,-2.173,-2.8535,4.0544,21.3912,-13.9517,2.018,0.424,-5.6647,1.5515,NA,Undefined
4,0,1,1,1,3,Right,ChangeUp,StrikeSwinging,80.45,1437.73,6.264,5.962,-2.097,-1.832,3.9987,12.0463,-12.2819,1.734,0.573,-7.5003,1.7841,NA,Undefined
4,2,0,1,5,2,Right,Fastball,FoulBallNotFieldable,87.72,2213.41,5.918,5.903,-2.269,-2.7992,3.4237,21.2758,-15.4937,2.016,-0.379,-5.765,0.6475,69.92,Undefined
1,2,2,1,3,4,Right,Fastball,StrikeCalled,87.8,2102.87,6.059,5.917,-2.101,-3.0375,4.1671,15.8971,-17.1373,1.346,0.335,-7.0296,1.09,NA,Undefined
2,1,1,2,4,4,Left,Curveball,StrikeSwinging,76.69,1748.85,5.708,6.037,-2.482,0.7769,2.1598,-12.5572,7.4719,1.617,0.153,-10.5094,3.499,NA,Undefined
4,0,1,2,1,4,Right,ChangeUp,FoulBallNotFieldable,82.17,1745.22,6.308,5.937,-2.108,-2.233,2.7615,11.1762,-11.8623,1.401,-0.551,-7.7871,0.6158,NA,Undefined
1,2,2,2,3,5,Right,Fastball,StrikeCalled,89.32,2270.34,6.013,6.076,-1.717,-3.113,3.8719,23.1064,-13.4554,2.146,0.754,-5.5644,1.4595,NA,Undefined
3,2,0,0,5,1,Right,Curveball,BallCalled,77.28,1615.43,5.787,6.032,-2.143,2.3674,3.3321,-13.906,8.1217,3.122,1.637,-8.8359,4.7837,NA,Undefined
4,2,0,2,5,3,Right,Curveball,StrikeSwinging,77.56,1903.32,5.754,5.964,-2.297,-0.2342,2.1614,-13.9375,9.2799,0.631,0.489,-11.3914,3.828,NA,Undefined
4,0,1,2,1,5,Right,Fastball,BallCalled,87.94,2084.44,5.885,5.984,-2.1,-0.2319,2.8684,20.669,-13.0914,4.429,-0.525,-3.3496,0.5233,NA,Undefined
2,2,0,0,5,1,Right,Fastball,FoulBallNotFieldable,88.49,2120.56,6.056,5.878,-2.429,-2.9245,4.0735,21.8252,-11.5712,1.95,0.384,-5.7675,1.9981,68.79,Undefined
3,2,1,0,5,2,Right,Fastball,FoulBallNotFieldable,85.6,2015.02,6.029,5.842,-2.281,-1.9489,4.1893,18.3582,-14.7212,2.363,0.379,-5.7613,1.5495,92.39,Undefined
4,0,2,2,1,6,Right,ChangeUp,BallCalled,81.47,1541.53,6.28,5.88,-2.083,-0.9815,1.7443,13.9114,-12.7716,2.656,-1.539,-6.2324,-0.5653,NA,Undefined
2,2,0,1,5,2,Right,Fastball,StrikeSwinging,87.8,1914.85,6.003,5.951,-2.213,-1.7282,3.6997,18.2771,-10.6198,2.855,0.334,-5.1285,1.7953,NA,Undefined
4,0,3,2,1,7,Right,Fastball,StrikeCalled,87.48,2057.75,6.188,5.885,-2.011,-1.6804,4.2642,18.9553,-10.1689,2.872,1.086,-5.0321,2.4367,NA,Undefined
2,2,0,2,5,3,Right,Fastball,StrikeCalled,86.83,2074.84,5.775,6.116,-1.988,-3.016,3.5684,20.4275,-10.0399,1.854,0.5,-6.332,1.7752,NA,Undefined
3,2,1,1,5,3,Right,Curveball,StrikeSwinging,77.81,1697.92,5.856,5.783,-2.532,-0.6672,3.6686,-10.4096,10.4268,0.345,1.751,-11.199,5.5382,NA,Undefined
4,1,0,0,2,1,Right,Fastball,StrikeSwinging,87.27,2052.8,6.028,5.903,-2.112,-0.8289,3.7275,19.9286,-13.2728,3.693,0.239,-4.1749,1.3464,NA,Undefined
2,0,0,0,1,1,Right,Fastball,BallCalled,87.27,2060.38,6.112,5.959,-2.104,-1.2936,4.5548,20.6986,-14.3842,3.41,0.918,-4.4273,1.9745,NA,Undefined
4,1,0,1,2,2,Right,Curveball,StrikeCalled,76.16,1786.66,5.606,5.921,-2.179,2.3794,1.0619,-15.0074,10.938,2.724,-0.276,-9.5139,3.0177,NA,Undefined
2,0,1,0,1,2,Right,Fastball,StrikeCalled,87.16,1989.55,5.929,5.988,-2.325,-2.1605,3.8171,17.7997,-15.9162,2.372,-0.104,-5.8222,0.9657,NA,Undefined
3,2,1,2,5,4,Right,Curveball,FoulBallNotFieldable,77.2,1725.7,5.779,5.834,-2.447,1.6219,2.1803,-14.3296,8.9569,2.161,0.33,-9.7459,3.7859,68.3,Undefined
4,1,0,2,2,3,Right,Fastball,BallCalled,88.09,2022.9,6,6.05,-2.443,-0.7493,2.6099,20.6727,-5.5265,4.056,-0.483,-3.7673,1.6178,NA,Undefined
2,0,1,1,1,3,Right,Curveball,InPlay,75.2,1861.69,5.693,5.71,-2.168,2.1409,1.2455,-14.7907,16.6492,2.287,0.38,-9.7091,4.2268,69.95,GroundBall
3,0,0,0,1,1,Right,Fastball,BallCalled,85.1,1734.11,6.256,5.999,-2.135,0.6529,3.4131,20.3834,-9.6946,5.12,0.208,-2.772,1.6664,NA,Undefined
4,1,1,2,2,4,Right,Curveball,BallCalled,76.83,1737.94,5.716,5.78,-2.098,-0.1236,2.2643,-13.6018,9.1749,0.49,0.777,-11.4098,3.9104,NA,Undefined
3,0,1,0,1,2,Right,Fastball,BallCalled,86.11,2018.31,6.075,5.948,-1.971,-3.5218,5.2223,20.5026,-13.2421,1.243,1.771,-6.7805,2.8522,NA,Undefined
8,2,0,1,3,2,Left,Slider,StrikeCalled,78.35,1712.4,5.577,5.859,-2.157,2.0657,2.5101,-13.1503,7.8986,2.741,0.847,-9.0149,3.919,NA,Undefined
8,2,0,2,3,3,Left,Fastball,FoulBallNotFieldable,89.17,2141.43,6.01,5.886,-2.089,-1.379,2.3031,15.0966,-14.0609,2.887,-1.126,-5.3156,-0.225,NA,Undefined
7,0,1,0,2,2,Right,Fastball,InPlay,88.62,2140,6.015,5.938,-2.2,-3.4025,4.3173,19.7455,-10.6597,1.441,0.919,-6.4542,2.4076,98.35,FlyBall
8,2,0,2,3,4,Left,Slider,BallCalled,77.78,1777.95,5.58,5.983,-2.002,0.4163,3.5104,-17.3769,10.4625,0.951,2.152,-11.3542,5.3778,NA,Undefined
7,1,0,0,3,1,Right,Fastball,BallCalled,87.04,2113.22,6.045,5.875,-2.22,-3.5606,4.1852,20.0753,-13.6307,1.153,0.525,-6.7964,1.7403,NA,Undefined
8,2,1,2,3,5,Left,Fastball,StrikeSwinging,87.66,2025.4,6.099,5.86,-2.301,-0.5231,2.5551,21.1336,-9.4113,4.099,-0.72,-3.5033,0.8619,NA,Undefined
7,1,1,0,3,2,Right,Fastball,BallCalled,87.48,2082.16,5.958,5.92,-2.291,-4.0002,3.1849,20.9601,-13.9546,0.864,-0.497,-7.0716,0.6815,NA,Undefined
7,1,2,0,3,3,Right,Fastball,StrikeCalled,88.75,2121.35,6.07,5.872,-2.265,-3.2489,3.9732,19.6802,-12.6995,1.52,0.36,-6.3258,1.6936,NA,Undefined
9,0,0,0,1,1,Left,FourSeamFastBall,InPlay,86.19,2014.86,6.319,5.725,-2.408,-2.1977,4.8751,16.1443,-13.0339,1.915,1.007,-6.2519,2.5288,95.65,LineDrive
7,1,2,1,3,4,Right,Fastball,InPlay,89.03,2103.68,5.983,6.002,-1.958,-2.7818,3.3039,18.3935,-8.6233,1.999,0.389,-6.024,1.757,NA,GroundBall
9,1,0,0,2,1,Left,Fastball,StrikeCalled,87.16,2054,5.946,5.88,-2.087,-2.6369,4.0505,18.6654,-14.2845,1.883,0.486,-6.1643,1.4922,NA,Undefined
9,1,0,1,2,2,Left,Slider,BallCalled,78.23,1650.35,5.464,5.876,-2.362,-1.0574,2.6515,0.9187,-0.668,0.982,0.066,-9.6418,2.5325,NA,Undefined
6,2,1,0,3,2,Right,Fastball,BallCalled,84.1,1482.62,6.148,5.798,-2.412,0.4843,2.6892,12.368,-9.2082,4.026,-0.692,-4.5189,1.031,NA,Undefined
6,2,2,0,3,3,Right,Fastball,StrikeCalled,89.7,2121.75,5.998,5.895,-2.087,-3.4362,3.5507,19.5053,-11.5452,1.438,0.245,-6.3238,1.4797,NA,Undefined
9,1,1,1,2,3,Left,Slider,BallCalled,78.36,1672.27,5.582,5.652,-2.464,-1.269,4.4674,2.6474,1.4618,0.721,1.839,-9.5067,4.7273,NA,Undefined
6,2,2,1,3,4,Right,ChangeUp,FoulBallNotFieldable,84.03,1523.99,6.256,5.833,-2.067,-1.5847,1.7103,11.4828,-9.2784,2.09,-1.262,-6.7009,0.0328,67.13,Undefined
9,1,2,1,2,4,Left,Fastball,FoulBallNotFieldable,86.86,2127.86,6.168,5.898,-2.277,-1.167,3.1712,22.3384,-10.178,3.579,-0.193,-4.078,1.3392,74.44,Undefined
6,2,2,2,3,5,Right,Fastball,FoulBallNotFieldable,90.77,2136.76,5.607,5.998,-2.043,-2.5521,2.3228,19.5669,-10.964,2.36,-0.787,-5.4254,0.3672,NA,Undefined
8,0,0,0,1,1,Left,Fastball,StrikeCalled,88.28,2196.92,5.976,6.103,-2.067,-2.4634,4.5661,21.4197,-15.6308,2.546,0.873,-5.4207,1.7689,NA,Undefined
7,0,0,0,1,1,Right,Fastball,BallCalled,88.95,1774.89,5.975,6.082,-2.187,-1.188,3.3369,16.0919,-11.3962,3.381,-0.04,-4.8151,1.2928,NA,Undefined
9,1,2,2,2,5,Left,Slider,InPlay,75.52,1379.28,5.869,5.875,-2.193,2.3712,0.9606,-8.1093,13.0206,3.274,-0.215,-8.2224,3.2976,90.22,FlyBall
8,0,0,1,1,2,Left,Fastball,FoulBallNotFieldable,89.11,2171.39,5.774,5.992,-2.343,-2.8699,2.9111,20.5137,-14.5945,2.026,-0.847,-5.8539,0.3011,NA,Undefined
6,2,2,2,3,6,Right,Slider,BallCalled,76.57,1824.27,5.406,5.727,-2.396,2.9866,1.0292,-12.7189,13.1038,3.347,-0.339,-8.3412,3.3604,NA,Undefined
7,0,1,0,1,2,Right,Fastball,BallCalled,88.17,1843.66,6.071,6.074,-2.021,0.7386,3.9448,15.1798,-12.8271,5.05,0.566,-3.1418,1.6433,NA,Undefined
6,0,0,0,2,1,Left,Fastball,StrikeCalled,90.59,2029.53,5.747,5.74,-2.572,-1.2291,4.2163,17.8791,-13.1986,3.23,0.261,-4.3285,1.8632,NA,Undefined
6,2,3,2,3,7,Right,Fastball,InPlay,88.95,2050.4,5.91,5.828,-1.983,-1.8827,2.03,15.6326,-12.8937,2.392,-1.173,-5.728,-0.2845,83.39,GroundBall
7,0,2,0,1,3,Right,Fastball,StrikeCalled,88.89,1937.91,5.905,5.912,-2.352,-1.5021,3.1895,18.1244,-15.3195,3.086,-0.665,-4.7577,0.4443,NA,Undefined
9,2,0,0,3,1,Right,Fastball,FoulBallNotFieldable,86.7,2136.51,6.272,5.84,-2.077,-1.5437,4.2108,13.2493,-14.6869,2.433,0.588,-6.033,1.5643,NA,Undefined
6,0,0,1,2,2,Left,Curveball,BallCalled,77.36,1416.67,5.797,5.798,-2.502,0.8888,3.9009,-11.2964,10.0811,1.747,1.972,-9.7607,5.7024,NA,Undefined
8,0,0,2,1,3,Left,Slider,InPlay,76.57,1342.79,5.796,5.73,-2.269,1.5364,1.9406,-13.6291,8.9289,1.995,0.281,-9.7808,3.5424,59.35,GroundBall
7,0,2,1,1,4,Right,Slider,BallCalled,79.78,1549.58,5.614,5.69,-2.388,1.6123,2.609,-1.0846,2.1668,3.428,0.23,-6.6537,2.9953,NA,Undefined
